"","FT","Census","Segment","Start","End","Segment_Tags","Distance","Date","Observer","Hour","Humidity_Census","Rain_History","Rain_Type","H.picta","H.zeylanica","Humidity_Segment","Weather","Comments","Long_Rain","Observer.S","year","dates","MinAlt","MaxAlt","MedAlt","partition"
"3260","2.FS","3A","3A-04","DS 08","GB 13",10,500,"2017-04-03","LD","05:30 AM","wet","5.raining","2.drizzle","9","0","3.wet","6.drizzle","","","LD","2017",NA,5,10,7.5,"FS.I"
"3261","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2013-02-18","MI","05:30 AM","wet","4.last_night","3.medium","3","0","3.wet","5.cloudy","","1-3 jam","MI","2013",NA,5,10,7.5,"FS.I"
"3262","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2014-06-27","LD","05:30 AM","wet","4.last_night","2.drizzle","3","1","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"FS.I"
"3263","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2018-11-18","DK","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","DK","2018",NA,5,10,7.5,"FS.I"
"3264","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2017-04-03","LD","05:30 AM","wet","5.raining","2.drizzle","6","0","3.wet","5.cloudy","","","LD","2017",NA,5,10,7.5,"FS.I"
"3265","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2014-06-27","LD","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"FS.I"
"3266","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2015-11-03","JK","05:30 AM","wet","2.day_before_yesterday","3.medium","0","0","3.wet","1.clear","","","JK","2015",NA,5,10,7.5,"FS.I"
"3267","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2013-11-28","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","","<1 jam","SY","2013",NA,5,10,7.5,"FS.I"
"3268","2.FS","3A","3A-01","BM 00","BM 06",6,300,"2017-11-05","SY","05:30 AM","wet","3.yesterday","3.medium","5","0","3.wet","5.cloudy","",">1 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3269","2.FS","4A","4A-06","RS 22","RS 32",10,500,"2015-04-12","JK/MK","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","1.clear","","1-5 jam","> 1 Obs","2015",NA,5,10,7.5,"FS.I"
"3270","2.FS","4B","4B-04","RS 22","SZ 15",10,500,"2015-09-16","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2015",NA,5,10,7.5,"FS.I"
"3271","2.FS","4B","4B-05","SZ 15","TR 06",10,500,"2015-09-16","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2015",NA,5,10,7.5,"FS.I"
"3272","2.FS","4A","4A-05","SZ 15","RS 22",10,500,"2014-11-12","LD","05:30 AM","wet","4.last_night","2.drizzle","2","0","3.wet","1.clear","","<1 jam","LD","2014",NA,5,10,7.5,"FS.I"
"3273","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2017-11-05","SY","05:30 AM","wet","3.yesterday","3.medium","2","0","3.wet","1.clear","",">1 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3274","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2017-09-19","DK","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","",">1 jam","DK","2017",NA,5,10,7.5,"FS.I"
"3275","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2015-01-05","MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","6.drizzle","","<1 jam","MI","2015",NA,5,10,7.5,"FS.I"
"3276","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2019-03-18","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","1","0","1.dry","1.clear","","","LD","2019",NA,5,10,7.5,"FS.I"
"3277","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2020-07-20","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","",">3 jam","JK","2020",NA,5,10,7.5,"FS.I"
"3278","2.FS","3A","3A-04","DS 08","GB 13",10,500,"2019-12-29","DK","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","1.clear","","<1 jam","DK","2019",NA,5,10,7.5,"FS.I"
"3279","2.FS","11B","11B-02","RB 02","PR 02",4,200,"2015-03-23","JK","05:30 AM","moist","4.last_night","2.drizzle","1","1","2.moist","5.cloudy","","1-3 jam","JK","2015",NA,5,10,7.5,"FS.I"
"3280","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2019-03-18","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,5,10,7.5,"FS.I"
"3281","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2019-12-29","DK","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","1.clear","","<1 jam","DK","2019",NA,5,10,7.5,"FS.I"
"3282","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2020-07-20","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","",">3 jam","JK","2020",NA,5,10,7.5,"FS.I"
"3283","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2014-08-31","LD","05:30 AM","moist","2.day_before_yesterday","2.drizzle","1","0","2.moist","1.clear","","<1 jam","LD","2014",NA,5,10,7.5,"FS.I"
"3284","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2017-04-13","JK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","<1 jam","JK","2017",NA,5,10,7.5,"FS.I"
"3285","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2012-11-24","AB","05:30 AM","moist","3.yesterday","3.medium","4","2","3.wet","5.cloudy","","","AB","2012",NA,5,10,7.5,"FS.I"
"3286","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2013-01-02","AB","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","< 1jam","AB","2013",NA,5,10,7.5,"FS.I"
"3287","2.FS","4A","4A-04","TR 06","SZ 15",10,500,"2019-03-13","JK","05:30 AM","wet","4.last_night","3.medium","4","0","3.wet","1.clear","",">1 jam","JK","2019",NA,5,10,7.5,"FS.I"
"3288","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2013-01-02","AB","05:30 AM","wet","3.yesterday","3.medium","1","0","3.wet","1.clear","","< 1jam","AB","2013",NA,5,10,7.5,"FS.I"
"3289","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2017-11-16","LD","05:30 AM","moist","2.day_before_yesterday","2.drizzle","1","0","2.moist","1.clear","","<1 jam","LD","2017",NA,5,10,7.5,"FS.I"
"3290","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2020-01-17","JK+Elisa","05:30 AM","wet","1.over_48_hours","1.no_rain","6","0","3.wet","1.clear","","","> 1 Obs","2020",NA,5,10,7.5,"FS.I"
"3291","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2013-01-18","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2013",NA,5,10,7.5,"FS.I"
"3292","2.FS","4B","4B-01","RS 44","RS 42",2,100,"2015-11-22","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","",">7 jam","JK","2015",NA,5,10,7.5,"FS.I"
"3293","2.FS","4A","4A-05","SZ 15","RS 22",10,500,"2012-11-18","AB","05:30 AM","moist","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"FS.I"
"3294","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2015-11-22","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","","","JK","2015",NA,5,10,7.5,"FS.I"
"3295","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2019-03-22","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2019",NA,5,10,7.5,"FS.I"
"3296","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2016-06-25","SY","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3297","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2013-07-28","MI","05:30 AM","wet","4.last_night","3.medium","1","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"FS.I"
"3298","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2019-05-21","SY","05:30 AM","wet","4.last_night","4.heavy","1","0","3.wet","1.clear","",">1 jam","SY","2019",NA,5,10,7.5,"FS.I"
"3299","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2012-11-27","AB","05:30 AM","wet","4.last_night","4.heavy","3","3","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"FS.I"
"3300","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2018-08-10","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","1","0","1.dry","1.clear","","","LD","2018",NA,5,10,7.5,"FS.I"
"3301","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2017-01-26","JK","05:30 AM","wet","4.last_night","3.medium","1","0","3.wet","5.cloudy","","1-3 jam","JK","2017",NA,5,10,7.5,"FS.I"
"3302","2.FS","11B","11B-02","RB 02","PR 02",4,200,"2019-02-28","JK","05:30 AM","wet","4.last_night","3.medium","2","0","3.wet","5.cloudy","","1-3 jam","JK","2019",NA,5,10,7.5,"FS.I"
"3303","2.FS","3A","3A-01","BM 00","BM 06",6,300,"2016-08-02","SY","05:30 AM","wet","1.over_48_hours","1.no_rain","2","0","3.wet","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3304","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2013-08-29","LD","05:30 AM","wet","4.last_night","2.drizzle","2","0","3.wet","5.cloudy","","1-3 jam","LD","2013",NA,5,10,7.5,"FS.I"
"3305","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2015-03-19","JK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","JK","2015",NA,5,10,7.5,"FS.I"
"3306","2.FS","4A","4A-08","RS 42","RS 44",2,100,"2016-06-12","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","","LD","2016",NA,5,10,7.5,"FS.I"
"3307","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2016-08-02","SY","05:30 AM","wet","1.over_48_hours","1.no_rain","1","0","3.wet","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3308","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2014-05-01","MI","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","MI","2014",NA,5,10,7.5,"FS.I"
"3309","2.FS","3A","3A-01","BM 00","BM 06",6,300,"2016-03-05","MI","05:30 AM","wet","4.last_night","3.medium","1","0","3.wet","5.cloudy","","< 1 jam","MI","2016",NA,5,10,7.5,"FS.I"
"3310","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2016-08-02","SY","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3311","2.FS","4A","4A-06","RS 22","RS 32",10,500,"2015-08-12","SY/MK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","> 1 Obs","2015",NA,5,10,7.5,"FS.I"
"3312","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2016-08-22","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3313","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2016-08-22","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2016",NA,5,10,7.5,"FS.I"
"3314","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2016-03-05","MI","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","MI","2016",NA,5,10,7.5,"FS.I"
"3315","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2013-03-22","MI","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","5.cloudy","","","MI","2013",NA,5,10,7.5,"FS.I"
"3316","2.FS","4B","4B-01","RS 44","RS 42",2,100,"2015-08-20","JK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","< 1 jam","JK","2015",NA,5,10,7.5,"FS.I"
"3317","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2017-03-20","JK","05:30 AM","wet","3.yesterday","3.medium","2","0","3.wet","5.cloudy","","1-3 jam","JK","2017",NA,5,10,7.5,"FS.I"
"3318","2.FS","4B","4B-02","RS 42","RS 32",10,500,"2020-09-21","LD","05:30 AM","wet","5.raining","2.drizzle","1","0","3.wet","7.rain","","","LD","2020",NA,5,10,7.5,"FS.I"
"3319","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2014-10-14","JK","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","JK","2014",NA,5,10,7.5,"FS.I"
"3320","2.FS","4A","4A-06","RS 22","RS 32",10,500,"2014-10-14","JK","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","JK","2014",NA,5,10,7.5,"FS.I"
"3321","2.FS","4A","4A-08","RS 42","RS 44",2,100,"2020-03-12","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","1","0","1.dry","1.clear","","","JK","2020",NA,5,10,7.5,"FS.I"
"3322","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2016-03-29","SY","05:35 AM","wet","5.raining","4.heavy","1","0","3.wet","5.cloudy","","","SY","2016",NA,5,10,7.5,"FS.I"
"3323","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2017-08-23","JK+UNTAN","05:30 AM","wet","2.day_before_yesterday","3.medium","4","0","3.wet","1.clear","",">1 jam","> 1 Obs","2017",NA,5,10,7.5,"FS.I"
"3324","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2014-10-21","JK","05:30 AM","moist","3.yesterday","3.medium","1","0","2.moist","1.clear","","1-3 jam","JK","2014",NA,5,10,7.5,"FS.I"
"3325","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2013-05-06","MI","05:30 AM","wet","3.yesterday","2.drizzle","2","0","2.moist","1.clear","","1 jam","MI","2013",NA,5,10,7.5,"FS.I"
"3326","2.FS","3A","3A-04","DS 08","GB 13",10,500,"2014-01-28","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","MI","2014",NA,5,10,7.5,"FS.I"
"3327","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2019-09-14","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","3.fog","","","DK","2019",NA,5,10,7.5,"FS.I"
"3328","2.FS","4B","4B-05","SZ 15","TR 06",10,500,"2014-10-21","JK","05:30 AM","moist","3.yesterday","3.medium","0","1","2.moist","1.clear","","1-3 jam","JK","2014",NA,5,10,7.5,"FS.I"
"3329","2.FS","11B","11B-02","RB 02","PR 02",4,200,"2018-09-26","JK","05:30 AM","wet","3.yesterday","2.drizzle","1","0","3.wet","5.cloudy","",">3 jam","JK","2018",NA,5,10,7.5,"FS.I"
"3330","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2020-06-15","JK","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","5-7 jam","JK","2020",NA,5,10,7.5,"FS.I"
"3331","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2016-09-30","SY","05:30 AM","wet","4.last_night","2.drizzle","2","0","3.wet","1.clear","For Okt","<1 jam","SY","2016",NA,5,10,7.5,"FS.I"
"3332","2.FS","3B","3B-10","BM 06","BM 00",6,300,"2019-02-20","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","",">1 jam","SY","2019",NA,5,10,7.5,"FS.I"
"3333","2.FS","4B","4B-02","RS 42","RS 32",10,500,"2013-03-20","MI","05:30 AM","wet","4.last_night","3.medium","3","0","3.wet","5.cloudy","","1-3 jam","MI","2013",NA,5,10,7.5,"FS.I"
"3334","2.FS","4B","4B-04","RS 22","SZ 15",10,500,"2017-08-23","DK","05:45 AM","moist","2.day_before_yesterday","3.medium","6","0","2.moist","1.clear","",">1 jam","DK","2017",NA,5,10,7.5,"FS.I"
"3335","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2017-10-03","SY","05:30 AM","moist","2.day_before_yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3336","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2014-12-29","MI","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","1.clear","","","MI","2014",NA,5,10,7.5,"FS.I"
"3337","2.FS","4B","4B-04","RS 22","SZ 15",10,500,"2016-03-22","JK","05:30 AM","wet","3.yesterday","4.heavy","1","0","3.wet","1.clear","","","JK","2016",NA,5,10,7.5,"FS.I"
"3338","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2015-05-12","LD/MK","05:30 AM","moist","2.day_before_yesterday","3.medium","1","0","2.moist","1.clear","","<1 jam","> 1 Obs","2015",NA,5,10,7.5,"FS.I"
"3339","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2013-12-28","SY","05:30 AM","wet","4.last_night","2.drizzle","4","1","3.wet","1.clear","","1-3 jam","SY","2013",NA,5,10,7.5,"FS.I"
"3340","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2016-05-28","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","2","0","2.moist","1.clear","","","LD","2016",NA,5,10,7.5,"FS.I"
"3341","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2017-12-06","SY","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3342","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2015-12-03","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","","SY","2015",NA,5,10,7.5,"FS.I"
"3343","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2019-10-18","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","5.cloudy",">1jam","","LD","2019",NA,5,10,7.5,"FS.I"
"3344","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2019-02-24","DK","05:30 AM","moist","5.raining","4.heavy","5","2","2.moist","7.rain","",">1 jam","DK","2019",NA,5,10,7.5,"FS.I"
"3345","2.FS","4B","4B-01","RS 44","RS 42",2,100,"2020-06-18","JK","05:30 AM","wet","4.last_night","4.heavy","1","0","3.wet","5.cloudy","","1-3 jam","JK","2020",NA,5,10,7.5,"FS.I"
"3346","2.FS","3A","3A-04","DS 08","GB 13",10,500,"2015-02-03","SY","05:30 AM","wet","4.last_night","2.drizzle","3","0","3.wet","1.clear","","<1 jam","SY","2015",NA,5,10,7.5,"FS.I"
"3347","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2020-06-18","JK","05:30 AM","wet","4.last_night","4.heavy","1","0","3.wet","1.clear","","1-3 jam","JK","2020",NA,5,10,7.5,"FS.I"
"3348","2.FS","4A","4A-06","RS 22","RS 32",10,500,"2016-10-10","MI","05:30 AM","wet","3.yesterday","4.heavy","3","0","3.wet","1.clear","",">7 jam","MI","2016",NA,5,10,7.5,"FS.I"
"3349","2.FS","4A","4A-04","TR 06","SZ 15",10,500,"2017-10-10","SY","05:30 AM","wet","3.yesterday","3.medium","6","0","3.wet","1.clear","","1-3 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3350","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2018-09-02","JK","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","","JK","2018",NA,5,10,7.5,"FS.I"
"3351","2.FS","3B","3B-02","RB 07","RB 10",3,150,"2016-12-31","SY","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","3.wet","1.clear","","<1 jam","SY","2016",NA,5,10,7.5,"FS.I"
"3352","2.FS","4A","4A-05","SZ 15","RS 22",10,500,"2012-12-09","LD","05:30 AM","wet","4.last_night","3.medium","6","0","3.wet","1.clear","","","LD","2012",NA,5,10,7.5,"FS.I"
"3353","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2016-12-31","SY","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","3.wet","1.clear","","<1 jam","SY","2016",NA,5,10,7.5,"FS.I"
"3354","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2020-08-21","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2020",NA,5,10,7.5,"FS.I"
"3355","2.FS","4B","4B-04","RS 22","SZ 15",10,500,"2016-10-24","SY","05:30 AM","wet","4.last_night","2.drizzle","5","2","3.wet","1.clear","",">1 jam","SY","2016",NA,5,10,7.5,"FS.I"
"3356","2.FS","11B","11B-02","RB 02","PR 02",4,200,"2019-01-24","DK","05:30 AM","dry","3.yesterday","3.medium","0","0","1.dry","1.clear","","<1 jam","DK","2019",NA,5,10,7.5,"FS.I"
"3357","2.FS","4B","4B-01","RS 44","RS 42",2,100,"2018-05-21","SY","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","1-3 jam","SY","2018",NA,5,10,7.5,"FS.I"
"3358","2.FS","4B","4B-02","RS 42","RS 32",10,500,"2018-05-21","SY","05:30 AM","wet","3.yesterday","2.drizzle","9","4","3.wet","1.clear","","1-3 jam","SY","2018",NA,5,10,7.5,"FS.I"
"3359","2.FS","4A","4A-08","RS 42","RS 44",2,100,"2019-10-12","JK","05:30 AM","wet","2.day_before_yesterday","2.drizzle","0","0","3.wet","1.clear","<1 jam","","JK","2019",NA,5,10,7.5,"FS.I"
"3360","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2016-05-21","LD","05:30 AM","wet/moist","2.day_before_yesterday","2.drizzle","4","0","3.wet","1.clear","","","LD","2016",NA,5,10,7.5,"FS.I"
"3361","2.FS","4A","4A-08","RS 42","RS 44",2,100,"2017-12-12","SY","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","",">1 jam","SY","2017",NA,5,10,7.5,"FS.I"
"3362","2.FS","4B","4B-01","RS 44","RS 42",2,100,"2017-12-21","JK","05:30 AM","wet","3.yesterday","3.medium","13","0","3.wet","1.clear","","<1 jam","JK","2017",NA,5,10,7.5,"FS.I"
"3363","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2017-02-04","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","1","0","2.moist","1.clear","","1-3 jam","LD","2017",NA,5,10,7.5,"FS.I"
"3364","2.FS","4A","4A-04","TR 06","SZ 15",10,500,"2015-02-10","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2015",NA,5,10,7.5,"FS.I"
"3365","2.FS","4A","4A-05","SZ 15","RS 22",10,500,"2013-07-10","AB","05:30 AM","wet","4.last_night","2.drizzle","3","0","2.moist","5.cloudy","","< 1jam","AB","2013",NA,5,10,7.5,"FS.I"
"3366","2.FS","4B","4B-02","RS 42","RS 32",10,500,"2019-04-23","SY","05:30 AM","wet","5.raining","2.drizzle","2","1","3.wet","6.drizzle","","<1 jam","SY","2019",NA,5,10,7.5,"FS.I"
"3367","2.FS","3A","3A-09","RB 10","RB 07",3,150,"2018-02-02","JK","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","",">1 jam","JK","2018",NA,5,10,7.5,"FS.I"
"3368","2.FS","4A","4A-08","RS 42","RS 44",2,100,"2013-07-10","AB","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","6.drizzle","","< 1jam","AB","2013",NA,5,10,7.5,"FS.I"
"3369","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2020-08-21","JK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","JK","2020",NA,5,10,7.5,"FS.I"
"3370","2.FS","4B","4B-05","SZ 15","TR 06",10,500,"2020-08-21","JK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2020",NA,5,10,7.5,"FS.I"
"3371","2.FS","4B","4B-02","RS 42","RS 32",10,500,"2015-02-20","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","1-3 jam","SY","2015",NA,5,10,7.5,"FS.I"
"3372","2.FS","4B","4B-05","SZ 15","TR 06",10,500,"2019-04-23","SY","05:30 AM","wet","5.raining","2.drizzle","7","0","3.wet","1.clear","","<1 jam","SY","2019",NA,5,10,7.5,"FS.I"
"3373","2.FS","4A","4A-05","SZ 15","RS 22",10,500,"2014-04-07","LD","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","5-7 jam","LD","2014",NA,5,10,7.5,"FS.I"
"3374","2.FS","3A","3A-05","GB 13","GB 02",11,550,"2014-06-07","MI","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"FS.I"
"3375","2.FS","3B","3B-07","GB 13","DS 08",10,500,"2018-02-18","LD & LI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","> 1 Obs","2018",NA,5,10,7.5,"FS.I"
"3376","2.FS","4B","4B-03","RS 32","RS 22",10,500,"2020-02-21","DK","05:30 AM","wet","5.raining","3.medium","0","0","3.wet","5.cloudy","",">1 jam","DK","2020",NA,5,10,7.5,"FS.I"
"3377","2.FS","4A","4A-06","RS 22","RS 32",10,500,"2016-07-18","MI","05:30 AM","wet","4.last_night","3.medium","2","0","3.wet","1.clear","",">1 jam","MI","2016",NA,5,10,7.5,"FS.I"
"3378","2.FS","4A","4A-07","RS 32","RS 42",10,500,"2016-07-18","MI","05:30 AM","wet","4.last_night","3.medium","1","0","3.wet","1.clear","",">1 jam","MI","2016",NA,5,10,7.5,"FS.I"
"3379","2.FS","3B","3B-03","ST 00","ST 10",10,500,"2015-04-19","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","","1-5 jam","JK","2015",NA,5,10,7.5,"FS.I"
"3380","2.FS","3A","3A-08","ST 10","ST 00",10,500,"2016-08-29","LD","05:30 AM","moist","2.day_before_yesterday","4.heavy","2","0","2.moist","1.clear","For Sept","<1 jam","LD","2016",NA,5,10,7.5,"FS.I"
"3381","2.FS","3B","3B-06","GB 02","GB 13",11,550,"2019-08-26","DK","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","DK","2019",NA,5,10,7.5,"FS.I"
